Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Country,Action
BDX,"10x Genomics, Inc.",Common stocks,Large cap,Health Care,"$15,670,683,156 ",0.00%,USA,Analyze
ILMN,ON Semiconductor Corp,Common stocks,Large cap,Information Technology,"$15,666,927,189 ",0.00%,USA,Analyze
ITW,Clarivate Plc,Common stocks,Large cap,Industrials,"$15,650,572,628 ",0.00%,USA,Analyze
CL,Arch Capital Group Ltd,Common stocks,Large cap,Financials,"$15,624,094,626 ",0.00%,USA,Analyze
MCO,Royalty Pharma plc - Class A,Common stocks,Large cap,Health Care,"$15,596,434,810 ",1.60%,USA,Analyze
ATVI,Fair Isaac Corp,Common stocks,Large cap,Information Technology,"$15,537,781,568 ",0.00%,USA,Analyze
DELL,Westinghouse Air Brake Technologies,Common stocks,Large cap,Industrials,"$15,516,709,692 ",0.58%,USA,Analyze
ADSK,LKQ Corp,Common stocks,Large cap,Consumer Discretionary,"$15,404,110,937 ",0.00%,USA,Analyze
ICE,Plug Power Inc,Common stocks,Large cap,Industrials,"$15,384,354,833 ",0.00%,USA,Analyze
EW,Textron Inc,Common stocks,Large cap,Industrials,"$15,379,802,743 ",0.12%,USA,Analyze
SO,Brown & Brown Inc,Common stocks,Large cap,Financials,"$15,332,543,222 ",0.50%,USA,Analyze
NSC,Eastman Chemical,Common stocks,Large cap,Materials,"$15,239,606,524 ",2.42%,USA,Analyze
TEAM,Cognex Corp,Common stocks,Large cap,Information Technology,"$15,096,433,120 ",0.27%,USA,Analyze
TWLO,Franklin Resources Inc,Common stocks,Large cap,Financials,"$15,059,075,404 ",3.67%,USA,Analyze
APD,Molina Healthcare Inc,Common stocks,Large cap,Health Care,"$15,057,272,000 ",0.00%,USA,Analyze
ECL,Leidos Holdings Inc,Common stocks,Large cap,Industrials,"$15,055,590,127 ",1.27%,USA,Analyze
BSX,Masco Corp,Common stocks,Large cap,Industrials,"$15,054,576,741 ",0.87%,USA,Analyze
ETN,"Equity LifeStyle Properties, Inc",REITs,Large cap,Real Estate,"$15,015,466,612 ",1.70%,USA,Analyze
WM,Stoneco Ltd. - Class A,Common stocks,Large cap,Information Technology,"$15,010,588,213 ",0.00%,Brazil,Analyze
ROKU,Evergy Inc,Common stocks,Large cap,Utilities,"$14,936,777,755 ",3.20%,USA,Analyze
D,NortonLifeLock Inc.,Common stocks,Large cap,Information Technology,"$14,892,986,111 ",1.93%,USA,Analyze
REGN,Ceridian HCM Holding Inc.,Common stocks,Large cap,Information Technology,"$14,862,584,734 ",0.00%,USA,Analyze
ADI,Abiomed Inc,Common stocks,Large cap,Health Care,"$14,737,110,700 ",0.00%,USA,Analyze
HUM,Centerpoint Energy Inc,Common stocks,Large cap,Utilities,"$14,715,569,874 ",2.42%,USA,Analyze
DOCU,Alliant Energy Corp,Common stocks,Large cap,Utilities,"$14,657,884,747 ",2.64%,USA,Analyze
EMR,Masimo Corp,Common stocks,Large cap,Health Care,"$14,641,114,998 ",0.00%,USA,Analyze
DASH,Diamondback Energy Inc,Common stocks,Large cap,Energy,"$14,525,038,782 ",1.91%,USA,Analyze
IDXX,Avalara Inc.,Common stocks,Large cap,Information Technology,"$14,511,646,030 ",0.95%,USA,Analyze
NOC,"Discovery Communications, Inc. - Series C",Common stocks,Large cap,Communication Services,"$14,499,134,725 ",0.00%,USA,Analyze
AON,Discovery Communications Inc Series A,Common stocks,Large cap,Communication Services,"$14,499,134,725 ",0.00%,USA,Analyze
GPN,News Corp Class B,Common stocks,Large cap,Communication Services,"$14,426,549,402 ",0.84%,USA,Analyze
PGR,News Corp Class A,Common stocks,Large cap,Communication Services,"$14,426,549,402 ",0.80%,USA,Analyze
F,"Oak Street Health, Inc.",Common stocks,Large cap,Health Care,"$14,353,034,989 ",0.00%,USA,Analyze
PSA,W. P. Carey Inc,REITs,Large cap,Real Estate,"$14,343,997,921 ",5.13%,USA,Analyze
TWTR,GoDaddy Inc. Class A,Common stocks,Large cap,Information Technology,"$14,343,257,012 ",0.00%,USA,Analyze
NXPI,Novavax Inc,Common stocks,Large cap,Health Care,"$14,326,899,952 ",0.00%,USA,Analyze
DG,"agilon health, inc.",Common stocks,Large cap,Health Care,"$14,324,013,324 ",0.00%,USA,Analyze
GD,American Airlines Group Inc,Common stocks,Large cap,Industrials,"$14,295,868,908 ",0.00%,USA,Analyze
FCX,Camden Property Trust,REITs,Large cap,Real Estate,"$14,292,923,007 ",2.25%,USA,Analyze
CRWD,"CenturyLink, Inc.",Common stocks,Large cap,Communication Services,"$14,280,637,991 ",7.64%,USA,Analyze
ROP,Hasbro Inc,Common stocks,Large cap,Consumer Discretionary,"$14,268,616,955 ",2.59%,USA,Analyze
VRTX,RH,Common stocks,Large cap,Consumer Discretionary,"$14,252,494,764 ",0.00%,USA,Analyze
KDP,Citrix Systems Inc,Common stocks,Large cap,Information Technology,"$14,250,651,755 ",1.25%,USA,Analyze
MET,Loews Corp,Common stocks,Large cap,Financials,"$14,203,586,646 ",0.46%,USA,Analyze
CMG,Huntington Bancshares Inc,Common stocks,Large cap,Financials,"$14,171,296,688 ",4.24%,USA,Analyze
MNST,J.M. Smucker,Common stocks,Large cap,Consumer Staples,"$14,159,436,715 ",2.73%,USA,Analyze
JCI,Biomarin Pharmaceutical Inc,Common stocks,Large cap,Health Care,"$14,135,138,022 ",0.00%,USA,Analyze
ALGN,Howmet Aerospace Inc.,Common stocks,Large cap,Industrials,"$14,119,906,790 ",0.00%,USA,Analyze
SCCO,Pultegroup Inc,Common stocks,Large cap,Consumer Discretionary,"$14,031,872,217 ",1.01%,USA,Analyze
EBAY,Interpublic Group Of Companies Inc,Common stocks,Large cap,Communication Services,"$14,015,974,338 ",2.91%,USA,Analyze
BIIB,Advance Auto Parts Inc,Common stocks,Large cap,Consumer Discretionary,"$14,009,807,678 ",0.82%,USA,Analyze
LULU,Dentsply Sirona Inc,Common stocks,Large cap,Health Care,"$13,891,582,039 ",0.64%,USA,Analyze
KLAC,Whirlpool Corp,Common stocks,Large cap,Consumer Discretionary,"$13,805,428,494 ",2.30%,USA,Analyze
KHC,FMC Corp,Common stocks,Large cap,Materials,"$13,742,109,406 ",1.75%,USA,Analyze
MRVL,Elastic N.V.,Common stocks,Large cap,Information Technology,"$13,509,485,203 ",0.00%,USA,Analyze
NEM,Fortune Brands Home And Security,Common stocks,Large cap,Industrials,"$13,496,705,570 ",1.02%,USA,Analyze
INFO,Campbell Soup,Common stocks,Large cap,Consumer Staples,"$13,488,821,731 ",3.24%,USA,Analyze
TT,Crown Holdings Inc,Common stocks,Large cap,Materials,"$13,454,821,971 ",0.40%,USA,Analyze
MSCI,Mohawk Industries Inc,Common stocks,Large cap,Consumer Discretionary,"$13,319,108,706 ",0.00%,USA,Analyze
IQV,Five9 Incinary,Common stocks,Large cap,Information Technology,"$13,299,326,456 ",0.00%,USA,Analyze
PINS,American Homes 4 Rent Class A,REITs,Large cap,Real Estate,"$13,252,467,245 ",0.71%,USA,Analyze
TROW,WR Berkley Corp,Common stocks,Large cap,Financials,"$13,223,719,853 ",0.66%,USA,Analyze
LHX,Gamestop Corp Class A,Common stocks,Large cap,Consumer Discretionary,"$13,209,675,196 ",0.00%,USA,Analyze
DOW,Universal Health Services Inc.,Common stocks,Large cap,Health Care,"$13,138,634,112 ",0.13%,USA,Analyze
MAR,Westrock,Common stocks,Large cap,Materials,"$13,098,246,402 ",1.70%,USA,Analyze
A,"Jack Henry & Associates, Inc.",Common stocks,Large cap,Information Technology,"$13,059,678,759 ",1.01%,USA,Analyze
KMB,Nordson Corp,Common stocks,Large cap,Industrials,"$13,028,612,865 ",0.69%,USA,Analyze
VEEV,Atmos Energy Corp,Common stocks,Large cap,Utilities,"$13,015,918,259 ",2.44%,USA,Analyze
EXC,Continental Resources Inc,Common stocks,Large cap,Energy,"$13,003,374,077 ",0.31%,USA,Analyze
WDAY,Fidelity National Financial Inc,Common stocks,Large cap,Financials,"$12,981,353,748 ",3.10%,USA,Analyze
CARR,Graco Inc,Common stocks,Large cap,Industrials,"$12,951,284,309 ",0.96%,USA,Analyze
FTNT,Factset Research Systems Inc,Common stocks,Large cap,Financials,"$12,948,972,638 ",0.91%,USA,Analyze
MTCH,Steel Dynamics Inc,Common stocks,Large cap,Materials,"$12,897,029,453 ",1.66%,USA,Analyze
BK,AXA Equitable Holdings Inc,Common stocks,Large cap,Financials,"$12,796,789,650 ",2.29%,USA,Analyze
AEP,Packaging Corp Of America,Common stocks,Large cap,Materials,"$12,783,351,462 ",2.79%,USA,Analyze
DXCM,Davita Inc,Common stocks,Large cap,Health Care,"$12,716,388,000 ",0.00%,USA,Analyze
ROST,Vail Resorts Inc,Common stocks,Large cap,Consumer Discretionary,"$12,647,454,159 ",0.00%,USA,Analyze
SPOT,Black Knight,Common stocks,Large cap,Information Technology,"$12,594,883,565 ",0.00%,USA,Analyze
SNPS,Iron Mountain Incorporated,REITs,Large cap,Real Estate,"$12,591,562,879 ",5.54%,USA,Analyze
DLR,"Cboe Global Markets, Inc.",Common stocks,Large cap,Financials,"$12,591,056,346 ",1.42%,USA,Analyze
EOG,Floor Decor Holdings Inc,Common stocks,Large cap,Consumer Discretionary,"$12,545,353,642 ",0.00%,USA,Analyze
ORLY,Santander Consumer USA Holdings,Common stocks,Large cap,Financials,"$12,483,197,631 ",1.61%,USA,Analyze
APTV,Athene Holding Ltd,Common stocks,Large cap,Financials,"$12,464,612,165 ",0.00%,USA,Analyze
STZ,Chegg Inc,Common stocks,Large cap,Consumer Discretionary,"$12,410,803,832 ",0.00%,USA,Analyze
CNC,Allegion PLC,Common stocks,Large cap,Industrials,"$12,382,554,336 ",0.98%,USA,Analyze
APH,IAC/InterActive,Common stocks,Large cap,Communication Services,"$12,377,209,856 ",0.24%,USA,Analyze
SPG,Lennox International Inc,Common stocks,Large cap,Industrials,"$12,365,054,060 ",0.98%,USA,Analyze
EA,"C.H. Robinson Worldwide, Inc.",Common stocks,Large cap,Industrials,"$12,301,451,975 ",2.19%,USA,Analyze
SLB,Quanta Services Inc,Common stocks,Large cap,Industrials,"$12,287,538,393 ",0.26%,USA,Analyze
AIG,"Medical Properties Trust, Inc",REITs,Large cap,Real Estate,"$12,287,498,000 ",5.16%,USA,Analyze
WBA,Bruker Corp,Common stocks,Large cap,Health Care,"$12,251,997,278 ",0.20%,USA,Analyze
CTAS,Booz Allen Hamilton Holding Corp,Common stocks,Large cap,Industrials,"$12,156,627,335 ",1.51%,USA,Analyze
BAX,Everest Re Group Ltd,Common stocks,Large cap,Financials,"$12,150,093,572 ",2.52%,USA,Analyze
PAYX,Wynn Resorts Ltd,Common stocks,Large cap,Consumer Discretionary,"$12,065,455,391 ",0.96%,USA,Analyze
KMI,Toro,Common stocks,Large cap,Industrials,"$11,987,891,361 ",0.92%,USA,Analyze
CDNS,"Essential Utilities, Inc.",Common stocks,Large cap,Utilities,"$11,982,482,272 ",2.04%,USA,Analyze
PLTR,CNA Financial Corp,Common stocks,Large cap,Financials,"$11,944,751,607 ",3.35%,USA,Analyze
PH,Snap On Inc,Common stocks,Large cap,Industrials,"$11,880,528,366 ",2.15%,USA,Analyze
DD,Annaly Capital Management Inc,Mortgage REITs,Large cap,Financials,"$11,845,331,785 ",10.01%,USA,Analyze
PRU,"Axon Enterprise, Inc.",Common stocks,Large cap,Industrials,"$11,775,141,623 ",0.00%,USA,Analyze
SRE,Williams Sonoma Inc,Common stocks,Large cap,Consumer Discretionary,"$11,744,116,498 ",1.43%,USA,Analyze
PPG,Lincoln National Corp,Common stocks,Large cap,Financials,"$11,706,047,822 ",2.67%,USA,Analyze
ALL,Qiagen Nv,Common stocks,Large cap,Health Care,"$11,681,968,514 ",0.00%,The Netherlands,Analyze
PANW,Newell Brands Inc,Common stocks,Large cap,Consumer Discretionary,"$11,658,324,958 ",3.32%,USA,Analyze
OTIS,Cable One Inc,Common stocks,Large cap,Communication Services,"$11,621,811,287 ",0.52%,USA,Analyze
MCHP,Texas Pacific Land Trust,Common stocks,Large cap,Energy,"$11,604,760,607 ",0.37%,USA,Analyze
DFS,Deckers Outdoor Corp,Common stocks,Large cap,Consumer Discretionary,"$11,575,020,128 ",0.00%,USA,Analyze
RMD,Invesco Ltd,Common stocks,Large cap,Financials,"$11,568,578,801 ",2.51%,USA,Analyze
MSI,Mosaic,Common stocks,Large cap,Materials,"$11,534,088,216 ",0.74%,USA,Analyze
SYY,Tapestry,Common stocks,Large cap,Consumer Discretionary,"$11,502,906,154 ",0.00%,USA,Analyze
TRV,F5 Networks Inc,Common stocks,Large cap,Information Technology,"$11,483,019,341 ",0.00%,USA,Analyze
HSY,BorgWarner Inc,Common stocks,Large cap,Consumer Discretionary,"$11,452,730,445 ",1.42%,USA,Analyze
IFF,"Host Hotels & Resorts, Inc",REITs,Large cap,Real Estate,"$11,424,473,033 ",0.00%,USA,Analyze
SBAC,Pentair,Common stocks,Large cap,Industrials,"$11,418,056,240 ",1.14%,USA,Analyze
RSG,Penn National Gaming Inc,Common stocks,Large cap,Consumer Discretionary,"$11,403,184,491 ",0.00%,USA,Analyze
OKTA,IPG Photonics Corp,Common stocks,Large cap,Information Technology,"$11,403,135,566 ",0.00%,USA,Analyze
YUM,Amerco,Common stocks,Large cap,Industrials,"$11,395,850,308 ",0.38%,USA,Analyze
XEL,Gap Inc,Common stocks,Large cap,Consumer Discretionary,"$11,328,069,060 ",1.21%,USA,Analyze
CTSH,RPM International Inc,Common stocks,Large cap,Materials,"$11,315,405,252 ",1.73%,USA,Analyze
WELL,Repligen Corp,Common stocks,Large cap,Health Care,"$11,310,869,041 ",0.00%,USA,Analyze
AFL,Guardant Health Inc,Common stocks,Large cap,Health Care,"$11,301,316,153 ",0.00%,USA,Analyze
GIS,Trex Inc,Common stocks,Large cap,Industrials,"$11,292,783,243 ",0.00%,USA,Analyze
KKR,A O Smith Corp,Common stocks,Large cap,Industrials,"$11,271,662,220 ",1.45%,USA,Analyze
NET,Zynga Inc,Common stocks,Large cap,Communication Services,"$11,268,695,032 ",0.00%,USA,Analyze
TDG,"VEREIT, Inc",REITs,Large cap,Real Estate,"$11,264,995,123 ",3.39%,USA,Analyze
MPC,Darling Ingredients Inc,Common stocks,Large cap,Consumer Staples,"$11,170,767,511 ",0.00%,USA,Analyze
PXD,Watsco Inc,Common stocks,Large cap,Industrials,"$11,159,709,118 ",2.56%,USA,Analyze
HLT,LPL Financial Holdings Inc,Common stocks,Large cap,Financials,"$11,137,684,256 ",0.72%,USA,Analyze
GLW,Lamb Weston Holdings Inc,Common stocks,Large cap,Consumer Staples,"$11,129,167,959 ",1.22%,USA,Analyze
AZO,Pegasystems Inc,Common stocks,Large cap,Information Technology,"$11,104,347,885 ",0.09%,USA,Analyze
CMI,Regency Centers Corporation,REITs,Large cap,Real Estate,"$11,018,958,319 ",3.62%,USA,Analyze
LVS,Cleveland-Cliffs Inc.,Common stocks,Large cap,Materials,"$10,996,838,382 ",0.00%,USA,Analyze
ROK,Paylocity Holding Corp,Common stocks,Large cap,Information Technology,"$10,975,949,003 ",0.00%,USA,Analyze
CPRT,"Gaming and Leisure Properties, Inc",REITs,Large cap,Real Estate,"$10,955,115,706 ",4.02%,USA,Analyze
MTD,Five Below Inc,Common stocks,Large cap,Consumer Discretionary,"$10,925,985,898 ",0.00%,USA,Analyze
HPQ,Henry Schein Inc,Common stocks,Large cap,Health Care,"$10,885,656,793 ",0.00%,USA,Analyze
BF.B,Ares Management Corporation Class A,Common stocks,Large cap,Financials,"$10,869,673,745 ",2.57%,USA,Analyze
BF.A,American Financial Group Inc,Common stocks,Large cap,Financials,"$10,772,763,174 ",1.42%,USA,Analyze
FRC,Jones Lang LaSalle Inc,Common stocks,Large cap,Real Estate,"$10,732,946,892 ",0.21%,USA,Analyze
XLNX,Westlake Chemical Corp,Common stocks,Large cap,Materials,"$10,681,134,620 ",1.29%,USA,Analyze
ZBH,Cree Inc,Common stocks,Large cap,Information Technology,"$10,646,405,086 ",0.00%,USA,Analyze
SWK,Morningstar Inc,Common stocks,Large cap,Financials,"$10,629,131,040 ",0.50%,USA,Analyze
DHI,Middleby Corp,Common stocks,Large cap,Industrials,"$10,572,457,737 ",0.00%,USA,Analyze
LBRDA,Bunge Ltd,Common stocks,Large cap,Consumer Staples,"$10,567,976,425 ",2.65%,USA,Analyze
LBRDK,Robert Half,Common stocks,Large cap,Industrials,"$10,555,135,605 ",1.53%,USA,Analyze
PTON,Hubbell Inc,Common stocks,Large cap,Industrials,"$10,554,201,419 ",1.97%,USA,Analyze
LYB,Carlisle Companies Inc,Common stocks,Large cap,Industrials,"$10,400,272,540 ",1.05%,USA,Analyze
VFC,East West Bancorp Inc,Common stocks,Large cap,Financials,"$10,343,260,421 ",1.65%,USA,Analyze
ADM,Molson Coors Brewing Class B,Common stocks,Large cap,Consumer Staples,"$10,287,250,830 ",0.00%,USA,Analyze
PSX,Universal Display Corp,Common stocks,Large cap,Information Technology,"$10,241,097,001 ",0.32%,USA,Analyze
ZS,CF Industries Holdings Inc,Common stocks,Large cap,Materials,"$10,228,070,623 ",2.49%,USA,Analyze
MCK,Amdocs Ltd,Common stocks,Large cap,Information Technology,"$10,222,660,891 ",1.75%,Guernsey,Analyze
SWKS,Sunrun Inc,Common stocks,Large cap,Industrials,"$10,214,839,474 ",0.00%,USA,Analyze
AME,Scotts Miracle Gro,Common stocks,Large cap,Materials,"$10,194,770,747 ",1.35%,USA,Analyze
ANSS,DXC Technology Company,Common stocks,Large cap,Information Technology,"$10,179,580,738 ",0.00%,USA,Analyze
EQR,Lear Corp,Common stocks,Large cap,Consumer Discretionary,"$10,152,853,061 ",0.44%,USA,Analyze
AVB,CureVac N.V.,Common stocks,Large cap,Health Care,"$10,130,710,616 ",0.00%,Germany,Analyze
FAST,Proofpoint Inc,Common stocks,Large cap,Information Technology,"$10,025,940,131 ",0.00%,USA,Analyze
EPAM,NRG Energy Inc,Common stocks,Mid cap,Utilities,"$9,963,933,834 ",3.03%,USA,Analyze
CTVA,Aspen Technology Inc,Common stocks,Mid cap,Information Technology,"$9,951,263,530 ",0.00%,USA,Analyze
PEG,Targa Resources Corp,Common stocks,Mid cap,Energy,"$9,944,188,119 ",0.91%,USA,Analyze
WMB,Lithia Motors Inc Class A,Common stocks,Mid cap,Consumer Discretionary,"$9,926,910,098 ",0.26%,USA,Analyze
EFX,STORE Capital Corporation,REITs,Mid cap,Real Estate,"$9,900,065,723 ",3.87%,USA,Analyze
LEN.B,Nisource Inc,Common stocks,Mid cap,Utilities,"$9,899,558,241 ",3.36%,USA,Analyze
LEN,Western Alliance,Common stocks,Mid cap,Financials,"$9,860,112,930 ",1.04%,USA,Analyze
SIVB,Jazz Pharmaceuticals Plc,Common stocks,Mid cap,Health Care,"$9,857,791,257 ",0.00%,USA,Analyze
LUV,CubeSmart,REITs,Mid cap,Real Estate,"$9,817,898,350 ",2.74%,USA,Analyze
NDAQ,Dropbox Inc Class A,Common stocks,Mid cap,Information Technology,"$9,808,437,701 ",0.00%,USA,Analyze
VRSK,Reliance Steel & Aluminum,Common stocks,Mid cap,Materials,"$9,803,166,689 ",1.70%,USA,Analyze
PCAR,Americold Realty Trust,REITs,Mid cap,Real Estate,"$9,760,615,189 ",2.21%,USA,Analyze
AWK,Service Corporation International,Common stocks,Mid cap,Consumer Discretionary,"$9,755,562,403 ",1.40%,USA,Analyze
ODFL,Natera Inc,Common stocks,Mid cap,Health Care,"$9,721,329,428 ",0.00%,USA,Analyze
CBRE,Owens Corning,Common stocks,Mid cap,Industrials,"$9,708,705,065 ",1.09%,USA,Analyze
KEYS,"Vertiv Holdings, LLC Class A",Common stocks,Mid cap,Industrials,"$9,689,201,503 ",0.04%,USA,Analyze
KR,Globe Life Inc.,Common stocks,Mid cap,Financials,"$9,672,587,994 ",0.82%,USA,Analyze
WEC,UGI Corp,Common stocks,Mid cap,Utilities,"$9,637,872,953 ",2.86%,USA,Analyze
STT,Western Union,Common stocks,Mid cap,Information Technology,"$9,576,501,878 ",3.88%,USA,Analyze
ES,Pinnacle West Corp,Common stocks,Mid cap,Utilities,"$9,571,429,164 ",3.80%,USA,Analyze
GRMN,Penumbra Inc,Common stocks,Mid cap,Health Care,"$9,561,660,946 ",0.00%,USA,Analyze
NUE,"Albertsons Companies, Inc. Class A",Common stocks,Mid cap,Consumer Staples,"$9,521,488,714 ",1.94%,USA,Analyze
ZBRA,AGCO Corp,Common stocks,Mid cap,Industrials,"$9,504,834,678 ",3.69%,USA,Analyze
AMP,Guidewire Software Inc,Common stocks,Mid cap,Information Technology,"$9,470,491,630 ",0.00%,USA,Analyze
ARE,Comerica Inc,Common stocks,Mid cap,Financials,"$9,458,765,777 ",3.96%,USA,Analyze
AJG,Assurant Inc,Common stocks,Mid cap,Financials,"$9,435,070,089 ",1.67%,USA,Analyze
U,Globant Sa,Common stocks,Mid cap,Information Technology,"$9,416,597,323 ",0.00%,Argentina,Analyze
ANET,"Upstart Holdings, Inc.",Common stocks,Mid cap,Financials,"$9,368,466,964 ",0.00%,USA,Analyze
BBY,Manhattan Associates Inc,Common stocks,Mid cap,Information Technology,"$9,367,020,234 ",0.00%,USA,Analyze
GNRC,Marathon Oil Corp,Common stocks,Mid cap,Energy,"$9,323,850,369 ",0.59%,USA,Analyze
HUBS,Bright Horizons Family Solutions,Common stocks,Mid cap,Consumer Discretionary,"$9,311,907,812 ",0.00%,USA,Analyze
WST,Smartsheet Inc. Class A,Common stocks,Mid cap,Information Technology,"$9,305,827,659 ",0.00%,USA,Analyze
LSXMA,Playtika Holding Corp.,Common stocks,Mid cap,Communication Services,"$9,281,631,580 ",0.00%,Israel,Analyze
LSXMK,Genpact Ltd,Common stocks,Mid cap,Information Technology,"$9,274,031,944 ",0.83%,USA,Analyze
FWONK,Vistra Energy Corp,Common stocks,Mid cap,Utilities,"$9,207,250,844 ",2.95%,USA,Analyze
FWONA,Tradeweb Markets Inc. - Class A,Common stocks,Mid cap,Financials,"$9,155,978,202 ",0.37%,USA,Analyze
O,Builders Firstsource Inc,Common stocks,Mid cap,Industrials,"$9,118,865,134 ",0.00%,USA,Analyze
LH,AECOM,Common stocks,Mid cap,Industrials,"$9,117,351,556 ",0.00%,USA,Analyze
VIACA,Alleghany Corp,Common stocks,Mid cap,Financials,"$9,104,251,823 ",0.00%,USA,Analyze
VIAC,Syneos Health Inc,Common stocks,Mid cap,Health Care,"$9,099,517,135 ",0.00%,USA,Analyze
YUMC,Federal Realty Investment Trust,REITs,Mid cap,Real Estate,"$9,066,286,636 ",3.58%,USA,Analyze
SYF,Lamar Advertising Company Class A,REITs,Mid cap,Real Estate,"$9,059,055,990 ",2.37%,USA,Analyze
VLO,Neurocrine Biosciences Inc,Common stocks,Mid cap,Health Care,"$9,054,669,558 ",0.00%,USA,Analyze
DAL,Juniper Networks Inc,Common stocks,Mid cap,Information Technology,"$9,048,904,713 ",2.86%,USA,Analyze
BLL,Kimco Realty Corporation,REITs,Mid cap,Real Estate,"$9,024,620,586 ",2.85%,USA,Analyze
MXIM,Aramark,Common stocks,Mid cap,Consumer Discretionary,"$9,014,734,622 ",1.24%,USA,Analyze
WLTW,MKS Instruments Inc,Common stocks,Mid cap,Information Technology,"$8,998,206,390 ",0.50%,USA,Analyze
Z,Wex Inc,Common stocks,Mid cap,Information Technology,"$8,988,968,154 ",0.00%,USA,Analyze
ZG,Aptargroup Inc,Common stocks,Mid cap,Materials,"$8,984,547,417 ",1.06%,USA,Analyze
ETSY,CyrusOne Inc,REITs,Mid cap,Real Estate,"$8,968,411,889 ",2.76%,USA,Analyze
SIRI,"Life Storage, Inc",REITs,Mid cap,Real Estate,"$8,957,942,165 ",2.30%,USA,Analyze
WY,Sensata Technologies Holding Nv,Common stocks,Mid cap,Industrials,"$8,778,259,094 ",0.00%,USA,Analyze
SGEN,"Omega Healthcare Investors, Inc",REITs,Mid cap,Real Estate,"$8,776,563,288 ",6.99%,USA,Analyze
TSN,"Dun & Bradstreet Holdings, Inc.",Common stocks,Mid cap,Industrials,"$8,770,551,110 ",0.00%,USA,Analyze
DDOG,Ciena Corp,Common stocks,Mid cap,Information Technology,"$8,761,368,475 ",0.00%,USA,Analyze
HRL,Nielsen Holdings Plc,Common stocks,Mid cap,Industrials,"$8,747,329,996 ",0.98%,USA,Analyze
CCL,Advanced Drainage Systems Inc,Common stocks,Mid cap,Industrials,"$8,737,859,551 ",0.31%,USA,Analyze
FITB,"National Retail Properties, Inc",REITs,Mid cap,Real Estate,"$8,657,872,631 ",4.14%,USA,Analyze
CDW,SEI Investments,Common stocks,Mid cap,Financials,"$8,649,987,103 ",1.22%,USA,Analyze
ED,First Solar Inc,Common stocks,Mid cap,Information Technology,"$8,648,467,289 ",0.00%,USA,Analyze
OXY,Under Armour Inc Class C,Common stocks,Mid cap,Consumer Discretionary,"$8,641,981,920 ",0.00%,USA,Analyze
VRSN,Under Armour Inc Class A,Common stocks,Mid cap,Consumer Discretionary,"$8,641,981,920 ",0.00%,USA,Analyze
ABC,Berry Global Group Inc,Common stocks,Mid cap,Materials,"$8,634,960,000 ",0.00%,USA,Analyze
KSU,First Horizon National Corp,Common stocks,Mid cap,Financials,"$8,550,757,090 ",3.83%,USA,Analyze
OKE,Polaris Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,512,648,564 ",1.78%,USA,Analyze
ENPH,"Yeti Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$8,511,199,570 ",0.00%,USA,Analyze
GWW,Erie Indemnity Class A,Common stocks,Mid cap,Financials,"$8,501,559,856 ",2.19%,USA,Analyze
URI,AGNC Investment Corp,Mortgage REITs,Mid cap,Financials,"$8,492,998,690 ",8.58%,USA,Analyze
CERN,Vornado Realty Trust,REITs,Mid cap,Real Estate,"$8,481,884,349 ",4.69%,USA,Analyze
WAT,Arrow Electronics Inc,Common stocks,Mid cap,Information Technology,"$8,471,029,904 ",0.00%,USA,Analyze
PAYC,Commerce Bancshares Inc,Common stocks,Mid cap,Financials,"$8,453,414,647 ",1.45%,USA,Analyze
DOV,Sealed Air Corp,Common stocks,Mid cap,Materials,"$8,433,920,272 ",1.22%,USA,Analyze
NTRS,Zions Bancorporation,Common stocks,Mid cap,Financials,"$8,433,227,757 ",2.62%,USA,Analyze
HES,Concentrix Corporation,Common stocks,Mid cap,Information Technology,"$8,382,347,012 ",0.00%,USA,Analyze
FTV,Jabil Inc,Common stocks,Mid cap,Information Technology,"$8,380,828,836 ",0.56%,USA,Analyze
VMC,ITT Inc,Common stocks,Mid cap,Industrials,"$8,348,256,000 ",0.80%,USA,Analyze
DLTR,Globus Medical Inc Class A,Common stocks,Mid cap,Health Care,"$8,320,902,404 ",0.00%,USA,Analyze
SPLK,Amedisys Inc,Common stocks,Mid cap,Health Care,"$8,311,352,840 ",0.00%,USA,Analyze
TDOC,AutoNation Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,272,853,901 ",0.00%,USA,Analyze
EXPE,Huntington Ingalls Industries Inc,Common stocks,Mid cap,Industrials,"$8,254,469,198 ",2.15%,USA,Analyze
CLX,Oshkosh Corp,Common stocks,Mid cap,Industrials,"$8,253,928,585 ",1.07%,USA,Analyze
IP,United Therapeutics Corp,Common stocks,Mid cap,Health Care,"$8,209,836,961 ",0.00%,USA,Analyze
INVH,Opendoor Technologies Inc,Common stocks,Mid cap,Real Estate,"$8,185,935,897 ",0.00%,USA,Analyze
EXR,Lincoln Electric Holdings Inc,Common stocks,Mid cap,Industrials,"$8,170,951,615 ",1.09%,USA,Analyze
MKC,ADT Inc.,Common stocks,Mid cap,Industrials,"$8,151,249,288 ",1.31%,USA,Analyze
ALB,"Anaplan, Inc.",Common stocks,Mid cap,Information Technology,"$8,149,859,427 ",0.00%,USA,Analyze
